胡豆	蚕豆
你为啥子哭	你为什么哭
你为啥子这么生气	你为什么这么生气
你为啥子不能来	你为什么不能来
你为啥子需要它	你为什么需要它
你为啥子在那里	你为什么在那里
为啥子要担心	为什么要担心
我会留疤吗	我会留疤吗
你可以走老	你可以走了
您非常勇敢	您非常勇敢
你非常勇敢	你非常勇敢
你没受到邀请	你没受到邀请
你坏老规矩	你坏了规矩
你不能这么说	你不能这么说
你干得很好	你干得很好
你别黑我们	你别吓我们
你的皮肤真好	你的皮肤真好
你知道我是正确的	你知道我是正确的
你喜欢大象	你喜欢大象
你看上去很好	你看上去很好
你看上去很苍白	你看上去很苍白
你犯老个错误	你犯了个错误
你可能会见到他	你可能会见到他
你一定是开玩笑	你一定是开玩笑
你应该知道的	你应该知道的
你最好快点	你最好快点
你会困惑	你会困惑
你会东山再起的	你会东山再起的
你是个好厨师	你是个好厨师
你一直忙	你一直忙
你总是迟到	你总是迟到
你是个乐观主义者	你是个乐观主义者
你是对的	你是对的
你还年轻	你还年轻
你仍然很年轻	你仍然很年轻
你真是个傻子	你真是个傻子
“相信我”他说	“相信我”他说
鲸鱼是哺乳动物	鲸鱼是哺乳动物
我是一个好老师吗	我是一个好老师吗
回答我的问题	回答我的问题
回答问题	回答问题
你们在哭吗	你们在哭吗
您会开车吗	您会开车吗
你真的会游泳吗	你真的会游泳吗
随时再来	随时再来
我能试一哈这个吗	我能试一下这个吗
你能在这里签名吗	你能在这里签名吗
摧毁这个寺庙	摧毁这个寺庙
你喝咖啡吗	你喝咖啡吗
你切教堂吗	你去教堂吗
你咳嗽吗	你咳嗽吗
你发烧老吗	你发烧了吗
你有刀吗	你有刀吗
你知道我的名字吗	你知道我的名字吗
你喜欢英语吗	你喜欢英语吗
你喜欢菠菜吗	你喜欢菠菜吗
你会讲法语吗	你会讲法语吗
你想知道吗	你想知道吗
汤姆有工作吗	汤姆有工作吗
不要掉老这个杯子	不要掉了这个杯子
莫让汤姆走老	别让汤姆走了
莫听她的	别听她的
不要站在我身边	不要站在我身边
你不知道那件事吗	你不知道那件事吗
干柴烧得旺	干柴烧得旺
度假愉快	度假愉快
分秒必争	分秒必争
每个人都认识她	每个人都认识她
大家都是这样想的	大家都是这样想的
一切看上切正常	一切看上去正常
很少人这么认为	很少人这么认为
今天鱼很便宜	今天鱼很便宜
给我支香烟吧	给我支香烟吧
Tom疯老吗	Tom疯了吗
周末愉快	周末愉快
你曾经被开除过吗	你曾经被开除过吗
他接受老我的主意	他接受了我的主意
他终于出现老	他终于出现了
他爬上老富士山	他爬上了富士山
我的病给他治好老	我的病给他治好了
他做这个是为老钱	他做这个是为了钱
他不知道	他不知道
他不喜欢我们	他不喜欢我们
他开车速度非常快	他开车速度非常快
他加入老陆军	他加入了陆军
他有个大家庭	他有个大家庭
他有一张圆脸	他有一张圆脸
他有自己的房间	他有自己的房间
他讨厌坐飞机旅行	他讨厌坐飞机旅行
他是个有教养的人	他是个有教养的人
他今天在家	他今天在家
他很擅长橄榄球	他很擅长橄榄球
他不信教	他不信教
他在演奏音乐	他在演奏音乐
他正在散步	他正在散步
他扯把子	他说谎
他很英俊	他很英俊
他仰躺	他仰躺
他一小时前走老	他一小时前走了
他可能不高兴	他可能不高兴
他举起老他的手	他举起了他的手
他向那位女士问好	他向那位女士问好
他坐在长凳上	他坐在长凳上
他看起来很有钱	他看起来很有钱
他每天刮胡子	他每天刮胡子
他应该感谢您	他应该感谢您
他被选为队长	他被选为队长
他非常有耐心	他非常有耐心
他工作很努力	他工作很努力
他写老这份报告	他写了这份报告
他怕狗	他怕狗
他总是在笑	他总是在笑
他在全力以赴	他在全力以赴
他是长子	他是长子
他是最年长的儿子	他是最年长的儿子
她儿子是个天才	她儿子是个天才
这是你零钱	这是你零钱
我多么想念你	我多么想念你
泰国菜啷个样	泰国菜怎么样
你现在感觉如何	你现在感觉如何
我们有多远老	我们有多远了
这间动物园多久老	这间动物园多久了
你儿子几岁	你儿子几岁
钓鱼啷个样	钓鱼怎么样
这研究会啷个样	这研究会怎么样
我总是用功读书	我总是用功读书
我是一名电工	我是一名电工
我跟她订婚老	我跟她订婚了
我今天在东京	我今天在东京
我到达伦敦老	我到达伦敦了
我匆忙的吃老午餐	我匆忙的吃了午餐
我盖老栋新房子	我盖了栋新房子
我三点钟可以来	我三点钟可以来
我也能帮你	我也能帮你
我能看到光线	我能看到光线
我会说中文	我会说中文
我会讲英语	我会讲英语
我随时可以开始	我随时可以开始
我这回能赢	我这回能赢
我买不起那个	我买不起那个
我找不到我的笔	我找不到我的笔
我清理老桌子	我清理了桌子
我来自英国	我来自英国
我继续唱歌	我继续唱歌
我继续工作	我继续工作
我不同意你的看法	我不同意你的看法
我不怕死	我不怕死
我不喜欢电影	我不喜欢电影
我不喜欢学校	我不喜欢学校
我不喜欢夏天	我不喜欢夏天
我不喜欢冬天	我不喜欢冬天
我哪个也不需要	我谁也不需要
我看不出为啥子不	我看不出为什么不
我不想吃	我不想吃
我今晚感觉良好	我今晚感觉良好
我忘老问汤姆	我忘了问汤姆
我忘老问他	我忘了问他
我忘记问他老	我忘记问他了
我烧得很厉害	我烧得很厉害
我切过罗马	我去过罗马
我的嘴裂开老	我的嘴裂开了
我该切睡觉老	我该去睡觉了
我该上床老	我该上床了
我得留在家	我得留在家
我听见她唱歌老	我听见她唱歌了
我只想休息一哈	我只想休息一下
我养老一只母猫	我养了一只母猫
我知道你做老啥子	我知道你做了什么
我知道她在哪里	我知道她在哪里
我知道你难过	我知道你难过
我喜欢火龙果	我喜欢火龙果
我喜欢他们每一个	我喜欢他们每一个
我喜欢吃水果	我喜欢吃水果
我很喜欢电影	我很喜欢电影
我喜欢散步	我喜欢散步
我住在这区	我住在这区
我住得太远老	我住得太远了
我很爱喝茶	我很爱喝茶
我从没玩过高尔夫	我从没玩过高尔夫
我注意到一个图案	我注意到一个图案
我常常感冒	我常常感冒
我经常吃鸡	我经常吃鸡
我迅速地吃老午饭	我迅速地吃了午饭
我真的很倒霉	我真的很倒霉
我真的不会唱	我真的不会唱
我真的得走老	我真的得走了
我记得这张地图	我记得这张地图
我去年退休老	我去年退休了
我也说法语	我也说法语
我和朋友们交谈	我和朋友们交谈
我对汤姆说我很好	我对汤姆说我很好
我试着要告诉你	我试着要告诉你
我想耍女朋友	我想找女朋友
我已经累老	我已经累了
我生于京都	我生于京都
我昨天生病老	我昨天生病了
我真是饿老	我真是饿了
我被烦死老	我被烦死了
我当时不孤单	我当时不孤单
我会再告一哈	我会再试一次
我希望我会游泳	我希望我会游泳
但愿我还年轻	但愿我还年轻
我不会保持沉默的	我不会保持沉默的
我不会上当的	我不会上当的
我在一家工厂工作	我在一家工厂工作
我全写下来老	我全写下来了
我开车送你回家	我开车送你回家
我一会儿就来	我一会儿就来
我让你来决定	我让你来决定
我会让你幸福的	我会让你幸福的
我六点半回来	我六点半回来
我是汤姆的助手	我是汤姆的助手
我怕死	我怕死
我和他同年	我和他同年
我就指望你老	我就指望你了
我为你疯狂	我为你疯狂
我在找你	我在找你
我一点也不累	我一点也不累
我不是你们的妈妈	我不是你们的妈妈
我不是你母亲	我不是你母亲
莫得你我很悲伤	没有你我很悲伤
我被工作困住老	我被工作困住了
我比你高	我比你高
我今天很忙	我今天很忙
我现在非常饿	我现在非常饿
我在等他	我在等他
我进过监狱	我进过监狱
我把票弄丢老	我把票弄丢了
我错过老太多	我错过了太多
我见过汤姆光着	我见过汤姆光着
汤姆在帮玛丽吗	汤姆在帮玛丽吗
那边有人吗	那边有人吗
离这儿远吗	离这儿远吗
那是我们的问题吗	那是我们的问题吗
那是车站吗	那是车站吗
这真是真的吗	这真是真的吗
这是你的家人吗	这是你的家人吗
这是你的铅笔吗	这是你的铅笔吗
它有危险	它有危险
它不容易	它不容易
要下雪老	要下雪了
它可能从没发生过	它可能从没发生过
昨天下雨老	昨天下雨了
自作自受	自作自受
它很好耍	它很好玩
天要黑老	天要黑了
真是物美价廉	真是物美价廉
都是你的错	都是你的错
它冷得像冰一样	它冷得像冰一样
太棒老	太棒了
这么说是安全的	这么说是安全的
它是值得等待的	它是值得等待的
继续直行	继续直行
睁大你的眼睛	睁大你的眼睛
今天就到此为止吧	今天就到此为止吧
让我们切看电影	让我们去看电影
让我们保持联络	让我们保持联络
让我们来打棒球吧	让我们来打棒球吧
举起你的右臂	举起你的右臂
爱就像氧气	爱就像氧气
玛丽舞跳得很好	玛丽舞跳得很好
玛丽很漂亮	玛丽很漂亮
我可以说些啥子吗	我可以说些什么吗
水星是一颗行星	水星是一颗行星
请再给我一点咖啡	请再给我一点咖啡
我的背还在痛	我的背还在痛
我女朋友哭老	我女朋友哭了
我家很远	我家很远
我的脖子还疼	我的脖子还疼
我的钱包被抢老	我的钱包被抢了
我房间是个猪窝	我房间是个猪窝
我喉咙很干	我喉咙很干
饮酒者不准禁入	饮酒者不准禁入
莫得人看过神	没有人看过神
现在该你发球	现在该你发球
我们中的一个得走	我们中的一个得走
鸵鸟不会飞	鸵鸟不会飞
纸烧得快	纸烧得快
人们就是爱说话	人们就是爱说话
请整理床铺	请整理床铺
请说慢一点	请说慢一点
请说慢一些	请说慢一些
请祝我好运	请祝我好运
物价上涨老	物价上涨了
把球传给我	把球传给我
后天见	后天见
她没有出现	她没有出现
她不这么想	她不这么想
她终于做到老	她终于做到了
她给老我一支手表	她给了我一支手表
她的体重减轻老	她的体重减轻了
她大约跟我同年纪	她大约跟我同年纪
她还是个小孩儿	她还是个小孩儿
她继续工作	她继续工作
她给我沏老茶	她给我沏了茶
她给我泡老茶	她给我泡了茶
她切散步老	她去散步了
她很努力工作	她很努力工作
有人在监视	有人在监视
别进我的房间	别进我的房间
停止大声说话	停止大声说话
把你的袜子脱老	把你的袜子脱了
这个男孩子在跑步	这个男孩子在跑步
那个男孩在跑步	那个男孩在跑步
这不是我拿手的	这不是我拿手的
那是灾难	那是灾难
那是我的错	那是我的错
那不太坏	那不太坏
那是汤姆的妈妈	那是汤姆的妈妈
这是一首很棒的诗	这是一首很棒的诗
那是例外	那是例外
那是一个仿造品	那是一个仿造品
那是你的想法	那是你的想法
男孩子们保持安静	男孩子们保持安静
这颗钮扣脱落老	这颗钮扣脱落了
这只猫很可爱	这只猫很可爱
那猫没死	那猫没死
农作物需要雨水	农作物需要雨水
文件已损坏	文件已损坏
火警警报响老	火警警报响了
湖冻冰老	湖冻冰了
月光在照耀着	月光在照耀着
文件被风刮起来	文件被风刮起来
这画不错	这画不错
天空很清朗	天空很清朗
天暗老下来	天暗了下来
列车已经出发	列车已经出发
树是绿的	树是绿的
这里没人	这里没人
他们有马	他们有马
他们毁老我的生活	他们毁了我的生活
他们震惊老	他们震惊了
他们不会找到汤姆	他们不会找到汤姆
他们会感激	他们会感激
他们不理我	他们不理我
这是件坏事	这是件坏事
这是我女儿	这是我女儿
这是我的财产	这是我的财产
这是他们家	这是他们家
这就是我想要的	这就是我想要的
这让我愤怒	这让我愤怒
这让我开心	这让我开心
这张桌子很重	这张桌子很重
这帮不了你	这帮不了你
不可杀人	不可杀人
汤姆买老张票	汤姆买了张票
汤姆找不到玛丽	汤姆找不到玛丽
汤姆不会系领带	汤姆不会系领带
